state_id,cohort,candidate,matrix_id,landmark,mass,q_all,q_half_A,q_half_B,prediction_prior,prediction_history,prediction_beta,prediction_full
CONF-c02-m015-g020,CONF,02,15,20,40,0.53125,0.5625,0.5,0.31734375,0.5972490861134706,0.19696587109073546,0.5499055728898506
CONF-c02-m015-g035,CONF,02,15,35,40,0.625,0.5625,0.6875,0.31734375,0.27511489723935123,0.19696587109073546,0.4065024777417306
CONF-c02-m015-g050,CONF,02,15,50,40,0.484375,0.53125,0.4375,0.31734375,0.34371159404381174,0.19696587109073546,0.22971706669100317
CONF-c02-m015-g065,CONF,02,15,65,40,0.4375,0.46875,0.40625,0.31734375,0.35848710970004494,0.19696587109073546,0.2772465471224793
CONF-c02-m015-g080,CONF,02,15,80,40,0.578125,0.6875,0.46875,0.31734375,0.37119427584548226,0.19696587109073546,0.44105903525772905
CONF-c03-m015-g020,CONF,03,15,20,44,0.75,0.8125,0.6875,0.34546875,0.5296645614084333,0.24891828532115387,0.6765924049254312
CONF-c03-m015-g035,CONF,03,15,35,40,0.453125,0.4375,0.46875,0.34546875,0.42953034551227104,0.24891828532115387,0.35577955613531176
CONF-c03-m015-g050,CONF,03,15,50,34,0.53125,0.53125,0.53125,0.34546875,0.6832535439978206,0.24891828532115387,0.6468396790397243
CONF-c03-m015-g065,CONF,03,15,65,37,0.6875,0.71875,0.65625,0.34546875,0.5034287400688978,0.24891828532115387,0.42985930988901283
CONF-c03-m015-g080,CONF,03,15,80,38,0.484375,0.5,0.46875,0.34546875,0.48497148223471015,0.24891828532115387,0.2945419653108651
CONF-c02-m016-g020,CONF,02,16,20,40,0.15625,0.1875,0.125,0.31734375,0.3377496783963602,0.34255335764076317,0.29529725262944745
CONF-c02-m016-g035,CONF,02,16,35,40,0.0625,0.0625,0.0625,0.31734375,0.23276157453334864,0.34255335764076317,0.19219988149908218
CONF-c02-m016-g050,CONF,02,16,50,40,0.140625,0.09375,0.1875,0.31734375,0.1959040801768168,0.34255335764076317,0.2689118197600149
CONF-c02-m016-g065,CONF,02,16,65,40,0.3125,0.25,0.375,0.31734375,0.34399781656318085,0.34255335764076317,0.359188480944056
CONF-c02-m016-g080,CONF,02,16,80,40,0.203125,0.1875,0.21875,0.31734375,0.22401429903575204,0.34255335764076317,0.14663203192487487
CONF-c03-m016-g020,CONF,03,16,20,43,0.1875,0.125,0.25,0.34546875,0.42339388902660124,0.48120912092589957,0.31805776136643
CONF-c03-m016-g035,CONF,03,16,35,36,0.140625,0.09375,0.1875,0.34546875,0.2376268184475962,0.48120912092589957,0.30271002649698964
CONF-c03-m016-g050,CONF,03,16,50,42,0.15625,0.25,0.0625,0.34546875,0.20227918653472562,0.48120912092589957,0.2924704865522558
CONF-c03-m016-g065,CONF,03,16,65,38,0.203125,0.1875,0.21875,0.34546875,0.22457750727532777,0.48120912092589957,0.1145560063909582
CONF-c03-m016-g080,CONF,03,16,80,38,0.609375,0.625,0.59375,0.34546875,0.5182358621343923,0.48120912092589957,0.6863456003987468
CONF-c02-m017-g020,CONF,02,17,20,40,0.671875,0.625,0.71875,0.31734375,0.22545379537187296,0.41612847675756387,0.26677787706329154
CONF-c02-m017-g035,CONF,02,17,35,40,0.765625,0.78125,0.75,0.31734375,0.5095666182779895,0.41612847675756387,0.5191648148150612
CONF-c02-m017-g050,CONF,02,17,50,40,0.75,0.78125,0.71875,0.31734375,0.4275429031947491,0.41612847675756387,0.4699602044776783
CONF-c02-m017-g065,CONF,02,17,65,40,0.796875,0.71875,0.875,0.31734375,0.38492787975738796,0.41612847675756387,0.5324356236658018
CONF-c02-m017-g080,CONF,02,17,80,40,0.71875,0.75,0.6875,0.31734375,0.539273553432951,0.41612847675756387,0.5275810404156678
CONF-c03-m017-g020,CONF,03,17,20,42,0.390625,0.375,0.40625,0.34546875,0.44471102887869646,0.4243838568100842,0.4120637513360706
CONF-c03-m017-g035,CONF,03,17,35,42,0.8125,0.8125,0.8125,0.34546875,0.6931979611551274,0.4243838568100842,0.7087680093770942
CONF-c03-m017-g050,CONF,03,17,50,33,0.65625,0.53125,0.78125,0.34546875,0.6456373474908991,0.4243838568100842,0.664907547604786
CONF-c03-m017-g065,CONF,03,17,65,42,0.875,0.90625,0.84375,0.34546875,0.6740159977708579,0.4243838568100842,0.7693742753300258
CONF-c03-m017-g080,CONF,03,17,80,41,0.5625,0.65625,0.46875,0.34546875,0.6247930961338402,0.4243838568100842,0.6333127968429801
CONF-c02-m018-g020,CONF,02,18,20,40,0.8125,0.8125,0.8125,0.31734375,0.716434139168297,0.5748183966388463,0.753142645844189
