matrix_id,outcome,term,order,effect
10,damage_exponent,exposure:overshoot,two_way,0.03173907164905575
10,damage_exponent,exposure:fission,two_way,-0.004180336321171901
10,damage_exponent,exposure:daughter,two_way,-0.009361622688759647
10,damage_exponent,overshoot:fission,two_way,-0.04897163712441743
10,damage_exponent,overshoot:daughter,two_way,0.005428989262630544
10,damage_exponent,fission:daughter,two_way,0.025319906938377594
11,f12_rate,exposure,main,-0.016369047619047672
11,f12_rate,overshoot,main,0.03025793650793651
11,f12_rate,fission,main,0.06994047619047628
11,f12_rate,daughter,main,-0.01835317460317465
11,f12_rate,exposure:overshoot,two_way,-0.0029761904761903546
11,f12_rate,exposure:fission,two_way,0.008928571428571286
11,f12_rate,exposure:daughter,two_way,0.014880952380952217
11,f12_rate,overshoot:fission,two_way,0.06250000000000011
11,f12_rate,overshoot:daughter,two_way,0.024801587301587436
11,f12_rate,fission:daughter,two_way,0.016865079365079305
11,strict8_rate,exposure,main,0.000992063492063492
11,strict8_rate,overshoot,main,-0.001984126984126985
11,strict8_rate,fission,main,-0.002976190476190475
11,strict8_rate,daughter,main,0.0
11,strict8_rate,exposure:overshoot,two_way,-0.001984126984126984
11,strict8_rate,exposure:fission,two_way,0.0
11,strict8_rate,exposure:daughter,two_way,0.013888888888888888
11,strict8_rate,overshoot:fission,two_way,0.005952380952380952
11,strict8_rate,overshoot:daughter,two_way,-0.011904761904761904
11,strict8_rate,fission:daughter,two_way,-0.001984126984126984
11,terminal_cross_similarity,exposure,main,-0.0014365089209986692
11,terminal_cross_similarity,overshoot,main,-0.0033961779707256667
11,terminal_cross_similarity,fission,main,-0.0036302604173659714
11,terminal_cross_similarity,daughter,main,0.0020205521420600947
11,terminal_cross_similarity,exposure:overshoot,two_way,0.0031890023214286023
11,terminal_cross_similarity,exposure:fission,two_way,-0.005878089813540155
11,terminal_cross_similarity,exposure:daughter,two_way,-0.016453737612587616
11,terminal_cross_similarity,overshoot:fission,two_way,-0.00779790355337695
11,terminal_cross_similarity,overshoot:daughter,two_way,0.01649669132653392
11,terminal_cross_similarity,fission:daughter,two_way,-0.012521397967958536
11,damage_exponent,exposure,main,-0.013440844508641888
11,damage_exponent,overshoot,main,-0.04046206843451641
11,damage_exponent,fission,main,-0.01673594573678981
11,damage_exponent,daughter,main,-0.005277326577232175
11,damage_exponent,exposure:overshoot,two_way,-0.009855166587623813
11,damage_exponent,exposure:fission,two_way,0.007197153266696702
11,damage_exponent,exposure:daughter,two_way,0.005140521851856083
11,damage_exponent,overshoot:fission,two_way,-0.03143191121939924
11,damage_exponent,overshoot:daughter,two_way,0.042274774689715175
11,damage_exponent,fission:daughter,two_way,-0.012500909561779173
