candidate,matrix_id,lambda,completed_horizon,observed_fissions,inherited_count,inherited_fraction_registered,total_breaks_registered,longest_inherited_run,mean_growth_updates,final_entropy,final_occupied_types,final_top1_share,final_throughput,final_risk,lambda_zero_plain_bitwise_exact
02,8,0.0,1.0,60.0,58.0,0.9666666666666667,2.0,45.666666666666664,35.55555555555556,2.056421800252399,15.0,0.45,1531.9537234390382,0.17320247939658273,1.0
02,8,0.1,1.0,60.0,55.666666666666664,0.9277777777777777,4.333333333333333,29.666666666666668,35.15555555555556,2.7211100053995065,21.333333333333332,0.2333333333333333,200.52180523018694,0.4037889024341054,1.0
02,8,0.3,1.0,60.0,58.0,0.9666666666666667,2.0,47.0,37.37222222222223,2.456874594801645,18.666666666666668,0.27499999999999997,1196.260044537046,0.24777619165049428,1.0
02,9,0.0,1.0,60.0,39.666666666666664,0.6611111111111111,20.333333333333332,18.333333333333332,63.1,2.8335712482604625,23.333333333333332,0.20833333333333334,124.08103279721007,0.6630325752650889,1.0
02,9,0.1,1.0,60.0,37.666666666666664,0.6277777777777778,22.333333333333332,17.666666666666668,64.28333333333333,2.777135615480917,21.666666666666668,0.19166666666666665,119.15058949104618,0.6395197769139683,1.0
02,9,0.3,1.0,60.0,32.333333333333336,0.5388888888888889,27.666666666666668,13.666666666666666,62.81111111111111,3.112132066978218,26.0,0.09999999999999999,36.50487976040986,0.8123955361681231,1.0
02,10,0.0,1.0,60.0,56.333333333333336,0.9388888888888888,3.6666666666666665,29.0,42.35,2.6141142230716237,19.333333333333332,0.2416666666666667,641.9699776616336,0.48423523930008816,1.0
02,10,0.1,1.0,60.0,56.333333333333336,0.9388888888888888,3.6666666666666665,31.666666666666668,43.4,2.1243983808870337,14.333333333333334,0.325,1070.4120109235637,0.3616133093652596,1.0
02,10,0.3,1.0,60.0,56.333333333333336,0.9388888888888888,3.6666666666666665,27.666666666666668,44.97777777777778,2.4590459001908047,18.333333333333332,0.30833333333333335,929.4984122694605,0.3481846004197773,1.0
02,11,0.0,1.0,60.0,56.333333333333336,0.9388888888888888,3.6666666666666665,27.333333333333332,41.62222222222223,2.475541504409044,17.666666666666668,0.27499999999999997,295.61588680443873,0.3336312675727639,1.0
