state_id,cohort,candidate,matrix_id,landmark,mass,q_all,q_half_A,q_half_B,prediction_prior,prediction_history,prediction_beta,prediction_full
CONF-c03-m017-g065,CONF,03,17,65,42,0.875,0.90625,0.84375,0.38684375,0.6951056555745289,0.5039686084008849,0.773906211219922
CONF-c03-m017-g080,CONF,03,17,80,41,0.5625,0.65625,0.46875,0.38684375,0.6096613916837597,0.5039686084008849,0.6605232301960077
CONF-c02-m018-g020,CONF,02,18,20,40,0.8125,0.8125,0.8125,0.34825,0.6610532246716371,0.46328376864971915,0.6467541900334354
CONF-c02-m018-g035,CONF,02,18,35,40,0.71875,0.6875,0.75,0.34825,0.5834200713350675,0.46328376864971915,0.6905135226966365
CONF-c02-m018-g050,CONF,02,18,50,40,0.640625,0.59375,0.6875,0.34825,0.6792702865419376,0.46328376864971915,0.5940323997260182
CONF-c02-m018-g065,CONF,02,18,65,40,0.625,0.65625,0.59375,0.34825,0.6127530433997517,0.46328376864971915,0.5607799449473703
CONF-c02-m018-g080,CONF,02,18,80,40,0.65625,0.75,0.5625,0.34825,0.6342060792308194,0.46328376864971915,0.637225455682084
CONF-c03-m018-g020,CONF,03,18,20,49,0.640625,0.6875,0.59375,0.38684375,0.6096019157367246,0.5159863051033637,0.6277318628975165
CONF-c03-m018-g035,CONF,03,18,35,40,0.78125,0.84375,0.71875,0.38684375,0.8400223076891293,0.5159863051033637,0.6797615352270362
CONF-c03-m018-g050,CONF,03,18,50,40,0.703125,0.75,0.65625,0.38684375,0.7555459315558349,0.5159863051033637,0.7139389161792911
CONF-c03-m018-g065,CONF,03,18,65,44,0.625,0.46875,0.78125,0.38684375,0.6183078412449458,0.5159863051033637,0.6585887982414891
CONF-c03-m018-g080,CONF,03,18,80,43,0.703125,0.65625,0.75,0.38684375,0.7318764890415689,0.5159863051033637,0.7363664224837814
