candidate,matrix_id,launch,convention,persistence_spearman
03,36,MATURE,POST_EDIT,0.7500000000000002
03,37,MATURE,POST_EDIT,0.10910894511799621
03,38,MATURE,POST_EDIT,0.0
03,39,MATURE,POST_EDIT,0.5929994533288809
03,40,MATURE,POST_EDIT,0.9285714285714288
03,41,MATURE,POST_EDIT,0.12613124477737825
03,42,MATURE,POST_EDIT,0.03603749850782236
03,43,MATURE,POST_EDIT,0.2522624895547565
03,44,MATURE,POST_EDIT,0.2702812388086677
03,45,MATURE,POST_EDIT,-0.21428571428571433
03,46,MATURE,POST_EDIT,0.8894991799933215
03,47,MATURE,POST_EDIT,0.20003306604965973
