endpoint,scope,candidate,branch_half,matrix_id,target_loosen_minus_tighten,neutral_minus_noop,balanced_log_minus_noop
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,19,0.1875,-0.1875,-0.25
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,20,0.0625,0.1875,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,21,0.25,0.0,-0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,22,0.375,0.0625,-0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,23,0.0,0.1875,-0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,24,0.1875,-0.4375,-0.375
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,25,-0.0625,0.0,-0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,26,0.125,0.125,-0.1875
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,27,-0.0625,-0.0625,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,28,0.0,0.125,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,29,-0.0625,0.125,-0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,30,0.0625,0.1875,0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,31,0.0,0.0,0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,32,-0.0625,-0.125,-0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,33,0.125,-0.0625,0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,34,0.1875,0.125,-0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,35,0.25,-0.0625,-0.3125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,36,0.0,0.0,0.5625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,37,0.0,0.0,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,38,-0.0625,-0.0625,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,39,0.1875,0.0625,0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,0,0.1875,0.3125,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,1,0.25,0.0625,-0.4375
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,2,0.4375,0.1875,0.1875
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,3,0.25,-0.0625,-0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,4,0.0625,0.125,-0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,5,0.0625,0.0625,0.375
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,6,0.0625,-0.0625,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,7,-0.0625,0.125,0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,8,0.375,-0.125,0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,9,0.0,0.0,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,10,-0.125,0.125,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,11,0.0625,-0.125,-0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,12,0.3125,0.1875,-0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,B,13,0.0,0.0,0.0
