candidate,matrix_id,residence_length,start_support,durable_support,separation,residence_episodes,coherent_clusters,stable_forms,distinct_stable_forms,rule_survives
03,5,16,16,4,0.9,0,0,0,0,False
03,9,4,4,4,0.8,849,39,5,1,False
03,9,4,4,4,0.85,849,39,5,1,False
03,9,4,4,4,0.9,849,39,5,1,False
03,9,4,8,4,0.8,849,39,5,1,False
03,9,4,8,4,0.85,849,39,5,1,False
03,9,4,8,4,0.9,849,39,5,1,False
03,9,4,16,4,0.8,849,39,5,1,False
03,9,4,16,4,0.85,849,39,5,1,False
03,9,4,16,4,0.9,849,39,5,1,False
03,9,8,4,4,0.8,133,3,1,1,False
03,9,8,4,4,0.85,133,3,1,1,False
03,9,8,4,4,0.9,133,3,1,1,False
03,9,8,8,4,0.8,133,3,1,1,False
03,9,8,8,4,0.85,133,3,1,1,False
03,9,8,8,4,0.9,133,3,1,1,False
03,9,8,16,4,0.8,133,3,1,1,False
03,9,8,16,4,0.85,133,3,1,1,False
03,9,8,16,4,0.9,133,3,1,1,False
03,9,16,4,4,0.8,2,1,0,0,False
03,9,16,4,4,0.85,2,1,0,0,False
03,9,16,4,4,0.9,2,1,0,0,False
03,9,16,8,4,0.8,2,1,0,0,False
03,9,16,8,4,0.85,2,1,0,0,False
03,9,16,8,4,0.9,2,1,0,0,False
03,9,16,16,4,0.8,2,1,0,0,False
03,9,16,16,4,0.85,2,1,0,0,False
03,9,16,16,4,0.9,2,1,0,0,False
03,79,4,4,4,0.8,372,58,2,1,False
03,79,4,4,4,0.85,372,58,2,1,False
03,79,4,4,4,0.9,372,58,2,1,False
03,79,4,8,4,0.8,372,58,2,1,False
03,79,4,8,4,0.85,372,58,2,1,False
03,79,4,8,4,0.9,372,58,2,1,False
03,79,4,16,4,0.8,372,58,2,1,False
03,79,4,16,4,0.85,372,58,2,1,False
03,79,4,16,4,0.9,372,58,2,1,False
03,79,8,4,4,0.8,11,4,0,0,False
03,79,8,4,4,0.85,11,4,0,0,False
03,79,8,4,4,0.9,11,4,0,0,False
03,79,8,8,4,0.8,11,4,0,0,False
03,79,8,8,4,0.85,11,4,0,0,False
03,79,8,8,4,0.9,11,4,0,0,False
03,79,8,16,4,0.8,11,4,0,0,False
03,79,8,16,4,0.85,11,4,0,0,False
03,79,8,16,4,0.9,11,4,0,0,False
03,79,16,4,4,0.8,0,0,0,0,False
03,79,16,4,4,0.85,0,0,0,0,False
03,79,16,4,4,0.9,0,0,0,0,False
03,79,16,8,4,0.8,0,0,0,0,False
03,79,16,8,4,0.85,0,0,0,0,False
03,79,16,8,4,0.9,0,0,0,0,False
03,79,16,16,4,0.8,0,0,0,0,False
03,79,16,16,4,0.85,0,0,0,0,False
03,79,16,16,4,0.9,0,0,0,0,False
03,55,4,4,4,0.8,947,82,6,2,True
03,55,4,4,4,0.85,947,82,6,2,True
03,55,4,4,4,0.9,947,82,6,2,True
03,55,4,8,4,0.8,947,82,6,2,True
03,55,4,8,4,0.85,947,82,6,2,True
03,55,4,8,4,0.9,947,82,6,2,True
03,55,4,16,4,0.8,947,82,6,2,True
03,55,4,16,4,0.85,947,82,6,2,True
03,55,4,16,4,0.9,947,82,6,2,True
03,55,8,4,4,0.8,34,4,0,0,False
03,55,8,4,4,0.85,34,4,0,0,False
03,55,8,4,4,0.9,34,4,0,0,False
03,55,8,8,4,0.8,34,4,0,0,False
03,55,8,8,4,0.85,34,4,0,0,False
03,55,8,8,4,0.9,34,4,0,0,False
03,55,8,16,4,0.8,34,4,0,0,False
03,55,8,16,4,0.85,34,4,0,0,False
03,55,8,16,4,0.9,34,4,0,0,False
03,55,16,4,4,0.8,0,0,0,0,False
03,55,16,4,4,0.85,0,0,0,0,False
03,55,16,4,4,0.9,0,0,0,0,False
03,55,16,8,4,0.8,0,0,0,0,False
03,55,16,8,4,0.85,0,0,0,0,False
03,55,16,8,4,0.9,0,0,0,0,False
03,55,16,16,4,0.8,0,0,0,0,False
03,55,16,16,4,0.85,0,0,0,0,False
03,55,16,16,4,0.9,0,0,0,0,False
03,117,4,4,4,0.8,2030,73,14,1,False
03,117,4,4,4,0.85,2030,73,14,1,False
03,117,4,4,4,0.9,2030,73,14,1,False
03,117,4,8,4,0.8,2030,73,14,1,False
03,117,4,8,4,0.85,2030,73,14,1,False
03,117,4,8,4,0.9,2030,73,14,1,False
03,117,4,16,4,0.8,2030,73,14,1,False
03,117,4,16,4,0.85,2030,73,14,1,False
03,117,4,16,4,0.9,2030,73,14,1,False
03,117,8,4,4,0.8,544,5,4,1,False
03,117,8,4,4,0.85,544,5,4,1,False
03,117,8,4,4,0.9,544,5,4,1,False
03,117,8,8,4,0.8,544,5,4,1,False
03,117,8,8,4,0.85,544,5,4,1,False
03,117,8,8,4,0.9,544,5,4,1,False
03,117,8,16,4,0.8,544,5,4,1,False
03,117,8,16,4,0.85,544,5,4,1,False
03,117,8,16,4,0.9,544,5,4,1,False
03,117,16,4,4,0.8,27,1,1,1,False
03,117,16,4,4,0.85,27,1,1,1,False
03,117,16,4,4,0.9,27,1,1,1,False
03,117,16,8,4,0.8,27,1,1,1,False
03,117,16,8,4,0.85,27,1,1,1,False
03,117,16,8,4,0.9,27,1,1,1,False
03,117,16,16,4,0.8,27,1,1,1,False
03,117,16,16,4,0.85,27,1,1,1,False
03,117,16,16,4,0.9,27,1,1,1,False
03,24,4,4,4,0.8,382,48,1,1,False
03,24,4,4,4,0.85,382,48,1,1,False
03,24,4,4,4,0.9,382,48,1,1,False
03,24,4,8,4,0.8,382,48,1,1,False
03,24,4,8,4,0.85,382,48,1,1,False
03,24,4,8,4,0.9,382,48,1,1,False
03,24,4,16,4,0.8,382,48,1,1,False
03,24,4,16,4,0.85,382,48,1,1,False
03,24,4,16,4,0.9,382,48,1,1,False
03,24,8,4,4,0.8,2,2,0,0,False
03,24,8,4,4,0.85,2,2,0,0,False
03,24,8,4,4,0.9,2,2,0,0,False
03,24,8,8,4,0.8,2,2,0,0,False
03,24,8,8,4,0.85,2,2,0,0,False
03,24,8,8,4,0.9,2,2,0,0,False
03,24,8,16,4,0.8,2,2,0,0,False
03,24,8,16,4,0.85,2,2,0,0,False
03,24,8,16,4,0.9,2,2,0,0,False
03,24,16,4,4,0.8,0,0,0,0,False
03,24,16,4,4,0.85,0,0,0,0,False
03,24,16,4,4,0.9,0,0,0,0,False
03,24,16,8,4,0.8,0,0,0,0,False
03,24,16,8,4,0.85,0,0,0,0,False
03,24,16,8,4,0.9,0,0,0,0,False
03,24,16,16,4,0.8,0,0,0,0,False
03,24,16,16,4,0.85,0,0,0,0,False
03,24,16,16,4,0.9,0,0,0,0,False
03,153,4,4,4,0.8,1271,10,4,1,False
03,153,4,4,4,0.85,1271,10,4,1,False
03,153,4,4,4,0.9,1271,10,4,1,False
03,153,4,8,4,0.8,1271,10,4,1,False
03,153,4,8,4,0.85,1271,10,4,1,False
03,153,4,8,4,0.9,1271,10,4,1,False
03,153,4,16,4,0.8,1271,10,4,1,False
03,153,4,16,4,0.85,1271,10,4,1,False
03,153,4,16,4,0.9,1271,10,4,1,False
03,153,8,4,4,0.8,167,1,1,1,False
03,153,8,4,4,0.85,167,1,1,1,False
03,153,8,4,4,0.9,167,1,1,1,False
03,153,8,8,4,0.8,167,1,1,1,False
03,153,8,8,4,0.85,167,1,1,1,False
03,153,8,8,4,0.9,167,1,1,1,False
03,153,8,16,4,0.8,167,1,1,1,False
03,153,8,16,4,0.85,167,1,1,1,False
03,153,8,16,4,0.9,167,1,1,1,False
03,153,16,4,4,0.8,5,1,1,1,False
03,153,16,4,4,0.85,5,1,1,1,False
03,153,16,4,4,0.9,5,1,1,1,False
03,153,16,8,4,0.8,5,1,0,0,False
03,153,16,8,4,0.85,5,1,0,0,False
03,153,16,8,4,0.9,5,1,0,0,False
03,153,16,16,4,0.8,5,1,0,0,False
03,153,16,16,4,0.85,5,1,0,0,False
03,153,16,16,4,0.9,5,1,0,0,False
03,138,4,4,4,0.8,1348,112,10,1,False
03,138,4,4,4,0.85,1348,112,10,1,False
03,138,4,4,4,0.9,1348,112,10,1,False
03,138,4,8,4,0.8,1348,112,10,1,False
03,138,4,8,4,0.85,1348,112,10,1,False
03,138,4,8,4,0.9,1348,112,10,1,False
03,138,4,16,4,0.8,1348,112,10,1,False
03,138,4,16,4,0.85,1348,112,10,1,False
03,138,4,16,4,0.9,1348,112,10,1,False
03,138,8,4,4,0.8,31,3,0,0,False
03,138,8,4,4,0.85,31,3,0,0,False
03,138,8,4,4,0.9,31,3,0,0,False
03,138,8,8,4,0.8,31,3,0,0,False
03,138,8,8,4,0.85,31,3,0,0,False
03,138,8,8,4,0.9,31,3,0,0,False
03,138,8,16,4,0.8,31,3,0,0,False
03,138,8,16,4,0.85,31,3,0,0,False
03,138,8,16,4,0.9,31,3,0,0,False
03,138,16,4,4,0.8,0,0,0,0,False
03,138,16,4,4,0.85,0,0,0,0,False
03,138,16,4,4,0.9,0,0,0,0,False
03,138,16,8,4,0.8,0,0,0,0,False
03,138,16,8,4,0.85,0,0,0,0,False
03,138,16,8,4,0.9,0,0,0,0,False
03,138,16,16,4,0.8,0,0,0,0,False
03,138,16,16,4,0.85,0,0,0,0,False
03,138,16,16,4,0.9,0,0,0,0,False
03,86,4,4,4,0.8,962,56,4,2,True
03,86,4,4,4,0.85,962,56,4,2,True
03,86,4,4,4,0.9,962,56,4,2,True
03,86,4,8,4,0.8,962,56,4,2,True
03,86,4,8,4,0.85,962,56,4,2,True
03,86,4,8,4,0.9,962,56,4,2,True
03,86,4,16,4,0.8,962,56,4,2,True
03,86,4,16,4,0.85,962,56,4,2,True
03,86,4,16,4,0.9,962,56,4,2,True
03,86,8,4,4,0.8,80,4,1,1,False
03,86,8,4,4,0.85,80,4,1,1,False
03,86,8,4,4,0.9,80,4,1,1,False
03,86,8,8,4,0.8,80,4,1,1,False
03,86,8,8,4,0.85,80,4,1,1,False
03,86,8,8,4,0.9,80,4,1,1,False
03,86,8,16,4,0.8,80,4,1,1,False
03,86,8,16,4,0.85,80,4,1,1,False
03,86,8,16,4,0.9,80,4,1,1,False
03,86,16,4,4,0.8,2,1,0,0,False
03,86,16,4,4,0.85,2,1,0,0,False
03,86,16,4,4,0.9,2,1,0,0,False
03,86,16,8,4,0.8,2,1,0,0,False
03,86,16,8,4,0.85,2,1,0,0,False
03,86,16,8,4,0.9,2,1,0,0,False
03,86,16,16,4,0.8,2,1,0,0,False
03,86,16,16,4,0.85,2,1,0,0,False
03,86,16,16,4,0.9,2,1,0,0,False
03,148,4,4,4,0.8,711,80,2,2,True
03,148,4,4,4,0.85,711,80,2,2,True
03,148,4,4,4,0.9,711,80,2,2,True
03,148,4,8,4,0.8,711,80,2,2,True
03,148,4,8,4,0.85,711,80,2,2,True
03,148,4,8,4,0.9,711,80,2,2,True
03,148,4,16,4,0.8,711,80,2,2,True
03,148,4,16,4,0.85,711,80,2,2,True
03,148,4,16,4,0.9,711,80,2,2,True
03,148,8,4,4,0.8,34,4,0,0,False
03,148,8,4,4,0.85,34,4,0,0,False
03,148,8,4,4,0.9,34,4,0,0,False
03,148,8,8,4,0.8,34,4,0,0,False
03,148,8,8,4,0.85,34,4,0,0,False
03,148,8,8,4,0.9,34,4,0,0,False
03,148,8,16,4,0.8,34,4,0,0,False
03,148,8,16,4,0.85,34,4,0,0,False
03,148,8,16,4,0.9,34,4,0,0,False
03,148,16,4,4,0.8,1,1,0,0,False
03,148,16,4,4,0.85,1,1,0,0,False
03,148,16,4,4,0.9,1,1,0,0,False
03,148,16,8,4,0.8,1,1,0,0,False
03,148,16,8,4,0.85,1,1,0,0,False
03,148,16,8,4,0.9,1,1,0,0,False
03,148,16,16,4,0.8,1,1,0,0,False
03,148,16,16,4,0.85,1,1,0,0,False
03,148,16,16,4,0.9,1,1,0,0,False
03,63,4,4,4,0.8,2885,85,23,2,True
03,63,4,4,4,0.85,2885,85,23,4,True
03,63,4,4,4,0.9,2885,85,23,4,True
03,63,4,8,4,0.8,2885,85,23,2,True
03,63,4,8,4,0.85,2885,85,23,4,True
03,63,4,8,4,0.9,2885,85,23,4,True
03,63,4,16,4,0.8,2885,85,23,2,True
03,63,4,16,4,0.85,2885,85,23,4,True
03,63,4,16,4,0.9,2885,85,23,4,True
03,63,8,4,4,0.8,538,12,5,2,True
03,63,8,4,4,0.85,538,12,5,2,True
03,63,8,4,4,0.9,538,12,5,2,True
03,63,8,8,4,0.8,538,12,5,2,True
03,63,8,8,4,0.85,538,12,5,2,True
03,63,8,8,4,0.9,538,12,5,2,True
03,63,8,16,4,0.8,538,12,5,2,True
03,63,8,16,4,0.85,538,12,5,2,True
03,63,8,16,4,0.9,538,12,5,2,True
03,63,16,4,4,0.8,39,2,1,1,False
03,63,16,4,4,0.85,39,2,1,1,False
03,63,16,4,4,0.9,39,2,1,1,False
03,63,16,8,4,0.8,39,2,1,1,False
03,63,16,8,4,0.85,39,2,1,1,False
03,63,16,8,4,0.9,39,2,1,1,False
03,63,16,16,4,0.8,39,2,1,1,False
03,63,16,16,4,0.85,39,2,1,1,False
03,63,16,16,4,0.9,39,2,1,1,False
03,125,4,4,4,0.8,412,66,1,1,False
03,125,4,4,4,0.85,412,66,1,1,False
03,125,4,4,4,0.9,412,66,1,1,False
03,125,4,8,4,0.8,412,66,1,1,False
03,125,4,8,4,0.85,412,66,1,1,False
03,125,4,8,4,0.9,412,66,1,1,False
03,125,4,16,4,0.8,412,66,1,1,False
03,125,4,16,4,0.85,412,66,1,1,False
03,125,4,16,4,0.9,412,66,1,1,False
03,125,8,4,4,0.8,7,1,0,0,False
03,125,8,4,4,0.85,7,1,0,0,False
03,125,8,4,4,0.9,7,1,0,0,False
03,125,8,8,4,0.8,7,1,0,0,False
03,125,8,8,4,0.85,7,1,0,0,False
03,125,8,8,4,0.9,7,1,0,0,False
03,125,8,16,4,0.8,7,1,0,0,False
03,125,8,16,4,0.85,7,1,0,0,False
03,125,8,16,4,0.9,7,1,0,0,False
03,125,16,4,4,0.8,0,0,0,0,False
03,125,16,4,4,0.85,0,0,0,0,False
03,125,16,4,4,0.9,0,0,0,0,False
03,125,16,8,4,0.8,0,0,0,0,False
03,125,16,8,4,0.85,0,0,0,0,False
03,125,16,8,4,0.9,0,0,0,0,False
03,125,16,16,4,0.8,0,0,0,0,False
03,125,16,16,4,0.85,0,0,0,0,False
03,125,16,16,4,0.9,0,0,0,0,False
03,171,4,4,4,0.8,2596,127,21,2,True
03,171,4,4,4,0.85,2596,127,21,3,True
03,171,4,4,4,0.9,2596,127,21,3,True
03,171,4,8,4,0.8,2596,127,21,2,True
03,171,4,8,4,0.85,2596,127,21,3,True
03,171,4,8,4,0.9,2596,127,21,3,True
03,171,4,16,4,0.8,2596,127,19,2,True
03,171,4,16,4,0.85,2596,127,19,3,True
03,171,4,16,4,0.9,2596,127,19,3,True
03,171,8,4,4,0.8,718,10,3,1,False
03,171,8,4,4,0.85,718,10,3,1,False
03,171,8,4,4,0.9,718,10,3,1,False
03,171,8,8,4,0.8,718,10,3,1,False
03,171,8,8,4,0.85,718,10,3,1,False
03,171,8,8,4,0.9,718,10,3,1,False
03,171,8,16,4,0.8,718,10,3,1,False
03,171,8,16,4,0.85,718,10,3,1,False
03,171,8,16,4,0.9,718,10,3,1,False
03,171,16,4,4,0.8,55,1,1,1,False
03,171,16,4,4,0.85,55,1,1,1,False
03,171,16,4,4,0.9,55,1,1,1,False
03,171,16,8,4,0.8,55,1,1,1,False
03,171,16,8,4,0.85,55,1,1,1,False
03,171,16,8,4,0.9,55,1,1,1,False
03,171,16,16,4,0.8,55,1,1,1,False
03,171,16,16,4,0.85,55,1,1,1,False
03,171,16,16,4,0.9,55,1,1,1,False
03,119,4,4,4,0.8,2427,104,24,2,True
03,119,4,4,4,0.85,2427,104,24,2,True
03,119,4,4,4,0.9,2427,104,24,2,True
03,119,4,8,4,0.8,2427,104,24,2,True
03,119,4,8,4,0.85,2427,104,24,2,True
03,119,4,8,4,0.9,2427,104,24,2,True
03,119,4,16,4,0.8,2427,104,24,2,True
03,119,4,16,4,0.85,2427,104,24,2,True
03,119,4,16,4,0.9,2427,104,24,2,True
03,119,8,4,4,0.8,1006,8,3,1,False
03,119,8,4,4,0.85,1006,8,3,1,False
03,119,8,4,4,0.9,1006,8,3,1,False
03,119,8,8,4,0.8,1006,8,3,1,False
03,119,8,8,4,0.85,1006,8,3,1,False
03,119,8,8,4,0.9,1006,8,3,1,False
03,119,8,16,4,0.8,1006,8,3,1,False
03,119,8,16,4,0.85,1006,8,3,1,False
03,119,8,16,4,0.9,1006,8,3,1,False
03,119,16,4,4,0.8,187,1,1,1,False
03,119,16,4,4,0.85,187,1,1,1,False
03,119,16,4,4,0.9,187,1,1,1,False
03,119,16,8,4,0.8,187,1,1,1,False
03,119,16,8,4,0.85,187,1,1,1,False
03,119,16,8,4,0.9,187,1,1,1,False
03,119,16,16,4,0.8,187,1,1,1,False
03,119,16,16,4,0.85,187,1,1,1,False
03,119,16,16,4,0.9,187,1,1,1,False
03,2,4,4,4,0.8,461,51,2,1,False
03,2,4,4,4,0.85,461,51,2,1,False
03,2,4,4,4,0.9,461,51,2,1,False
03,2,4,8,4,0.8,461,51,2,1,False
03,2,4,8,4,0.85,461,51,2,1,False
03,2,4,8,4,0.9,461,51,2,1,False
03,2,4,16,4,0.8,461,51,2,1,False
03,2,4,16,4,0.85,461,51,2,1,False
03,2,4,16,4,0.9,461,51,2,1,False
03,2,8,4,4,0.8,19,2,0,0,False
03,2,8,4,4,0.85,19,2,0,0,False
03,2,8,4,4,0.9,19,2,0,0,False
03,2,8,8,4,0.8,19,2,0,0,False
03,2,8,8,4,0.85,19,2,0,0,False
03,2,8,8,4,0.9,19,2,0,0,False
03,2,8,16,4,0.8,19,2,0,0,False
03,2,8,16,4,0.85,19,2,0,0,False
03,2,8,16,4,0.9,19,2,0,0,False
03,2,16,4,4,0.8,0,0,0,0,False
03,2,16,4,4,0.85,0,0,0,0,False
03,2,16,4,4,0.9,0,0,0,0,False
03,2,16,8,4,0.8,0,0,0,0,False
03,2,16,8,4,0.85,0,0,0,0,False
03,2,16,8,4,0.9,0,0,0,0,False
03,2,16,16,4,0.8,0,0,0,0,False
03,2,16,16,4,0.85,0,0,0,0,False
03,2,16,16,4,0.9,0,0,0,0,False
03,118,4,4,4,0.8,181,21,1,1,False
03,118,4,4,4,0.85,181,21,1,1,False
03,118,4,4,4,0.9,181,21,1,1,False
03,118,4,8,4,0.8,181,21,1,1,False
03,118,4,8,4,0.85,181,21,1,1,False
03,118,4,8,4,0.9,181,21,1,1,False
03,118,4,16,4,0.8,181,21,1,1,False
03,118,4,16,4,0.85,181,21,1,1,False
03,118,4,16,4,0.9,181,21,1,1,False
03,118,8,4,4,0.8,6,1,0,0,False
03,118,8,4,4,0.85,6,1,0,0,False
03,118,8,4,4,0.9,6,1,0,0,False
03,118,8,8,4,0.8,6,1,0,0,False
03,118,8,8,4,0.85,6,1,0,0,False
03,118,8,8,4,0.9,6,1,0,0,False
03,118,8,16,4,0.8,6,1,0,0,False
03,118,8,16,4,0.85,6,1,0,0,False
03,118,8,16,4,0.9,6,1,0,0,False
03,118,16,4,4,0.8,0,0,0,0,False
03,118,16,4,4,0.85,0,0,0,0,False
03,118,16,4,4,0.9,0,0,0,0,False
03,118,16,8,4,0.8,0,0,0,0,False
03,118,16,8,4,0.85,0,0,0,0,False
03,118,16,8,4,0.9,0,0,0,0,False
03,118,16,16,4,0.8,0,0,0,0,False
03,118,16,16,4,0.85,0,0,0,0,False
03,118,16,16,4,0.9,0,0,0,0,False
