cell,candidate,branch_half,matrix_id,mean_state_spearman,slope_numerator,slope_denominator,states
c02_A,02,A,65,0.73707835770418151,0.12214429992508398,0.17106414001402423,5
c02_A,02,A,66,0.67405523566862047,0.044135803630904392,0.078065501330730119,5
c02_A,02,A,67,0.53732765938751348,0.041864071597031566,0.012818562527144917,5
c02_A,02,A,68,0.177937618844864,0.077742035864196923,0.068490981710161408,5
c02_A,02,A,69,0.23773555809670274,0.049657074841778906,0.062549035578413625,5
c02_A,02,A,70,0.39671751491516899,0.11149419559821355,0.15361811608846332,5
c02_A,02,A,71,0.3420018705285644,0.059733229515678991,0.044932368417420133,5
c02_A,02,A,72,0.20414335901802977,0.11284206758629806,0.18565174359862419,5
c02_A,02,A,73,0.066789441479080794,0.049281155028589603,0.024039694164089163,5
c02_A,02,A,74,0.29568322818274873,0.030197865318078575,0.045342569264563121,5
c02_A,02,A,75,0.49974349066971574,0.032521497229801015,0.026526023414973426,5
c02_A,02,A,76,0,0,6.4019930097960884e-06,5
c02_A,02,A,77,0.088510569819033186,0.012419926085304931,0.023875195009073948,5
c02_A,02,A,78,0.60635580642710829,0.055830930037453042,0.08210695564494562,5
c02_A,02,A,79,0.028909232464689551,0.0039717700637629822,0.016923465860783096,5
c02_A,02,A,80,0.32174062589320895,0.069043105213718703,0.061403932159313848,5
c02_A,02,A,81,0,0,0.00037014176938049155,5
c02_A,02,A,82,0.73117800517654674,0.14051183433696016,0.090600034274557428,5
c02_A,02,A,83,0.63983004225778872,0.18363554718016703,0.15899744695380666,5
c02_A,02,A,84,0.019467213368347412,-1.5895423262608132e-05,0.017833002746974438,5
c02_A,02,A,85,0.47534702429477721,0.08383874486746408,0.093337361784848305,5
c02_A,02,A,86,0.51896751091428694,0.063549301845069572,0.033450361138864654,5
c02_A,02,A,87,0.37181562503443166,0.13434237472803101,0.21298286337825775,5
c02_A,02,A,88,0.38999557097817933,0.031106413177904923,0.018958610734405308,5
