scope,cell,candidate,branch_half,matrix_id,fable_effect,small_effect,fable_random_minus_noop,small_random_minus_noop,fable_loosen_minus_noop,noop_minus_fable_tighten,fable_minus_small_effect
five_landmark_generalization,c02_A,02,A,49,0.175,-0.0125,0.0,-0.0625,0.075,0.1,0.1875
five_landmark_generalization,c02_A,02,A,50,0.0125,0.0375,-0.0875,-0.0875,-0.0625,0.075,-0.025
five_landmark_generalization,c02_A,02,A,51,0.075,0.05,0.0,-0.0125,0.0375,0.0375,0.025
five_landmark_generalization,c02_A,02,A,52,0.1375,0.075,-0.1125,-0.0875,0.0125,0.125,0.0625
five_landmark_generalization,c02_A,02,A,53,0.1125,-0.0375,-0.025,-0.0625,-0.0125,0.125,0.15
five_landmark_generalization,c02_A,02,A,54,0.25,-0.0375,-0.075,0.025,0.1125,0.1375,0.2875
five_landmark_generalization,c02_A,02,A,55,0.0875,0.025,0.025,0.05,0.1,-0.0125,0.0625
five_landmark_generalization,c02_A,02,A,56,0.1125,0.025,-0.025,-0.0375,-0.025,0.1375,0.0875
five_landmark_generalization,c02_A,02,A,57,0.2875,0.075,0.0,-0.025,0.0625,0.225,0.2125
five_landmark_generalization,c02_A,02,A,58,-0.025,0.025,0.05,0.0,0.025,-0.05,-0.05
five_landmark_generalization,c02_A,02,A,59,0.0875,0.0375,-0.0375,0.025,0.0625,0.025,0.05
five_landmark_generalization,c02_A,02,A,60,0.0,0.0,0.05,0.0,0.0,0.0,0.0
five_landmark_generalization,c02_A,02,A,61,0.1,-0.025,-0.05,0.0625,0.125,-0.025,0.125
five_landmark_generalization,c02_A,02,A,62,0.2125,0.0,-0.0625,0.1125,0.1625,0.05,0.2125
five_landmark_generalization,c02_A,02,A,63,0.175,0.0125,-0.1,-0.1,0.05,0.125,0.1625
five_landmark_generalization,c02_A,02,A,64,0.3,-0.0875,-0.0875,-0.025,0.1875,0.1125,0.3875
five_landmark_generalization,c02_A,02,A,65,0.375,0.025,0.1875,-0.025,0.3,0.075,0.35
five_landmark_generalization,c02_A,02,A,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five_landmark_generalization,c02_A,02,A,67,0.125,-0.0375,0.0375,-0.075,0.05,0.075,0.1625
five_landmark_generalization,c02_A,02,A,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five_landmark_generalization,c02_A,02,A,69,0.2125,0.0,0.0,-0.075,0.075,0.1375,0.2125
five_landmark_generalization,c02_A,02,A,70,0.175,0.1125,0.025,-0.0375,0.075,0.1,0.0625
five_landmark_generalization,c02_A,02,A,71,0.2625,0.225,-0.025,0.0875,0.15,0.1125,0.0375
five_landmark_generalization,c02_A,02,A,72,0.0,0.0,0.0125,0.0,0.0125,-0.0125,0.0
five_landmark_generalization,c02_A,02,A,73,0.0625,-0.125,-0.0375,-0.0375,-0.075,0.1375,0.1875
five_landmark_generalization,c02_A,02,A,74,0.0875,-0.0125,-0.1125,-0.025,0.0125,0.075,0.1
five_landmark_generalization,c02_A,02,A,75,0.0375,-0.05,0.0125,-0.1,0.0125,0.025,0.0875
five_landmark_generalization,c02_A,02,A,76,0.0875,0.0125,0.1375,-0.0125,0.075,0.0125,0.075
five_landmark_generalization,c02_A,02,A,77,0.25,0.0625,-0.175,0.0625,0.075,0.175,0.1875
five_landmark_generalization,c02_A,02,A,78,0.15,-0.025,-0.1,0.025,0.025,0.125,0.175
five_landmark_generalization,c02_A,02,A,79,0.25,0.0125,-0.05,0.0125,0.1375,0.1125,0.2375
five_landmark_generalization,c02_B,02,B,0,0.0375,-0.0375,-0.0375,0.125,0.1125,-0.075,0.075
five_landmark_generalization,c02_B,02,B,1,0.075,-0.0125,-0.0125,0.05,0.0125,0.0625,0.0875
five_landmark_generalization,c02_B,02,B,2,0.2875,-0.0375,-0.05,0.0375,0.2125,0.075,0.325
five_landmark_generalization,c02_B,02,B,3,-0.1375,0.125,0.0375,-0.075,-0.1125,-0.025,-0.2625
five_landmark_generalization,c02_B,02,B,4,0.0375,0.0125,-0.0125,-0.0125,0.0375,0.0,0.025
five_landmark_generalization,c02_B,02,B,5,0.0875,-0.075,0.0,-0.025,0.0125,0.075,0.1625
five_landmark_generalization,c02_B,02,B,6,0.2125,0.1125,-0.225,-0.15,-0.025,0.2375,0.1
five_landmark_generalization,c02_B,02,B,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five_landmark_generalization,c02_B,02,B,8,0.0125,-0.0375,-0.1375,-0.0625,0.0875,-0.075,0.05
five_landmark_generalization,c02_B,02,B,9,0.2,0.0625,-0.05,0.0,0.0625,0.1375,0.1375
five_landmark_generalization,c02_B,02,B,10,0.075,-0.075,0.0,0.05,-0.0125,0.0875,0.15
five_landmark_generalization,c02_B,02,B,11,0.0625,-0.0125,0.0,0.0125,0.05,0.0125,0.075
five_landmark_generalization,c02_B,02,B,12,-0.05,-0.0625,-0.1125,-0.0375,-0.075,0.025,0.0125
five_landmark_generalization,c02_B,02,B,13,0.175,0.0,-0.0125,-0.0375,0.125,0.05,0.175
five_landmark_generalization,c02_B,02,B,14,0.0625,0.0625,0.15,0.1375,0.0625,0.0,0.0
five_landmark_generalization,c02_B,02,B,15,0.0,0.05,0.0,0.0875,0.0375,-0.0375,-0.05
five_landmark_generalization,c02_B,02,B,16,0.2875,0.025,0.2,0.05,0.2,0.0875,0.2625
five_landmark_generalization,c02_B,02,B,17,-0.025,0.025,-0.1375,-0.0375,-0.1,0.075,-0.05
five_landmark_generalization,c02_B,02,B,18,0.325,0.1,-0.0125,-0.075,0.2,0.125,0.225
five_landmark_generalization,c02_B,02,B,19,0.225,-0.1,0.1,0.0875,0.175,0.05,0.325
five_landmark_generalization,c02_B,02,B,20,0.225,0.05,-0.0125,-0.075,0.05,0.175,0.175
five_landmark_generalization,c02_B,02,B,21,0.4375,0.1125,-0.0875,0.0125,0.2375,0.2,0.325
five_landmark_generalization,c02_B,02,B,22,0.1,0.05,-0.075,-0.0125,-0.0375,0.1375,0.05
five_landmark_generalization,c02_B,02,B,23,0.35,0.0,0.0125,-0.025,0.1375,0.2125,0.35
five_landmark_generalization,c02_B,02,B,24,0.2375,-0.0125,0.0,-0.1125,0.075,0.1625,0.25
five_landmark_generalization,c02_B,02,B,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five_landmark_generalization,c02_B,02,B,26,0.0875,-0.05,-0.2,-0.025,-0.05,0.1375,0.1375
five_landmark_generalization,c02_B,02,B,27,0.0125,-0.0125,0.0125,0.0,0.0125,0.0,0.025
five_landmark_generalization,c02_B,02,B,28,0.175,0.025,0.0125,0.0375,0.0875,0.0875,0.15
five_landmark_generalization,c02_B,02,B,29,0.1625,0.05,0.05,0.025,0.05,0.1125,0.1125
five_landmark_generalization,c02_B,02,B,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five_landmark_generalization,c02_B,02,B,31,0.0125,0.0,0.0125,0.0125,0.0125,0.0,0.0125
five_landmark_generalization,c02_B,02,B,32,0.1,-0.0375,0.0,0.025,0.05,0.05,0.1375
five_landmark_generalization,c02_B,02,B,33,0.125,0.0375,-0.05,-0.0375,0.0375,0.0875,0.0875
five_landmark_generalization,c02_B,02,B,34,0.1375,0.0125,-0.075,-0.025,0.1375,0.0,0.125
five_landmark_generalization,c02_B,02,B,35,-0.0125,-0.0125,0.0125,0.0,0.0,-0.0125,0.0
five_landmark_generalization,c02_B,02,B,36,0.0,0.0,0.025,0.0,0.0,0.0,0.0
five_landmark_generalization,c02_B,02,B,37,0.175,-0.0625,0.125,-0.0125,0.125,0.05,0.2375
five_landmark_generalization,c02_B,02,B,38,-0.025,-0.125,-0.0375,0.075,0.0,-0.025,0.1
five_landmark_generalization,c02_B,02,B,39,0.1125,0.2,-0.05,-0.0875,0.0,0.1125,-0.0875
five_landmark_generalization,c02_B,02,B,40,-0.0125,-0.05,-0.0625,-0.0625,-0.125,0.1125,0.0375
five_landmark_generalization,c02_B,02,B,41,0.0375,0.0375,0.0125,-0.0125,0.0,0.0375,0.0
five_landmark_generalization,c02_B,02,B,42,0.25,0.025,0.0125,-0.0375,0.125,0.125,0.225
five_landmark_generalization,c02_B,02,B,43,0.025,0.025,0.0875,0.05,0.0125,0.0125,0.0
five_landmark_generalization,c02_B,02,B,44,0.2,-0.0625,-0.025,0.0375,0.0375,0.1625,0.2625
five_landmark_generalization,c02_B,02,B,45,0.1625,0.0125,-0.225,-0.0375,-0.0375,0.2,0.15
five_landmark_generalization,c02_B,02,B,46,0.025,-0.0875,0.0375,-0.025,0.0125,0.0125,0.1125
five_landmark_generalization,c02_B,02,B,47,0.0,0.0125,0.125,0.0,0.0,0.0,-0.0125
five_landmark_generalization,c02_B,02,B,48,-0.0125,0.0,0.0,0.0,0.0,-0.0125,-0.0125
five_landmark_generalization,c02_B,02,B,49,0.05,0.1,-0.05,-0.0625,-0.025,0.075,-0.05
five_landmark_generalization,c02_B,02,B,50,0.0875,0.05,-0.1,-0.1,-0.025,0.1125,0.0375
five_landmark_generalization,c02_B,02,B,51,0.0625,0.0125,0.0625,-0.05,0.025,0.0375,0.05
five_landmark_generalization,c02_B,02,B,52,0.025,-0.125,-0.0125,0.0125,0.0125,0.0125,0.15
five_landmark_generalization,c02_B,02,B,53,0.1875,0.0875,0.05,0.0125,0.1125,0.075,0.1
five_landmark_generalization,c02_B,02,B,54,0.1375,0.0875,-0.0125,-0.0375,-0.0125,0.15,0.05
five_landmark_generalization,c02_B,02,B,55,0.1875,0.025,0.0,0.0125,0.1,0.0875,0.1625
five_landmark_generalization,c02_B,02,B,56,0.1,0.0375,0.0875,0.05,0.125,-0.025,0.0625
five_landmark_generalization,c02_B,02,B,57,0.1375,0.0625,-0.15,-0.2,-0.15,0.2875,0.075
five_landmark_generalization,c02_B,02,B,58,0.025,0.0125,-0.0875,0.0125,-0.0375,0.0625,0.0125
five_landmark_generalization,c02_B,02,B,59,-0.0625,0.0625,0.0875,0.0,0.0125,-0.075,-0.125
five_landmark_generalization,c02_B,02,B,60,0.0375,0.0,0.075,0.0,0.0375,0.0,0.0375
five_landmark_generalization,c02_B,02,B,61,0.0625,0.1125,-0.1375,-0.1125,-0.05,0.1125,-0.05
five_landmark_generalization,c02_B,02,B,62,0.1875,0.0125,-0.05,0.0625,0.15,0.0375,0.175
five_landmark_generalization,c02_B,02,B,63,0.1875,-0.075,-0.1125,0.0,0.1125,0.075,0.2625
five_landmark_generalization,c02_B,02,B,64,0.1875,0.025,-0.0875,0.025,0.125,0.0625,0.1625
five_landmark_generalization,c02_B,02,B,65,0.275,0.0875,0.175,0.0,0.225,0.05,0.1875
five_landmark_generalization,c02_B,02,B,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five_landmark_generalization,c02_B,02,B,67,0.125,0.0,0.075,-0.025,0.05,0.075,0.125
five_landmark_generalization,c02_B,02,B,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five_landmark_generalization,c02_B,02,B,69,0.15,-0.05,-0.125,0.0125,0.0625,0.0875,0.2
five_landmark_generalization,c02_B,02,B,70,0.3875,0.025,-0.05,0.0125,0.125,0.2625,0.3625
five_landmark_generalization,c02_B,02,B,71,0.3375,-0.025,-0.025,0.0,0.0875,0.25,0.3625
five_landmark_generalization,c02_B,02,B,72,0.025,0.0125,0.025,0.0,0.025,0.0,0.0125
five_landmark_generalization,c02_B,02,B,73,-0.025,0.0125,-0.1,0.075,0.025,-0.05,-0.0375
five_landmark_generalization,c02_B,02,B,74,0.1875,0.1375,-0.1625,0.0,-0.0125,0.2,0.05
five_landmark_generalization,c02_B,02,B,75,-0.0375,-0.125,0.05,-0.0375,-0.1125,0.075,0.0875
five_landmark_generalization,c02_B,02,B,76,0.175,-0.025,0.0875,0.05,0.1625,0.0125,0.2
five_landmark_generalization,c02_B,02,B,77,0.2125,-0.0625,-0.0875,-0.075,0.0125,0.2,0.275
five_landmark_generalization,c02_B,02,B,78,0.0625,-0.05,-0.0375,0.025,0.0375,0.025,0.1125
five_landmark_generalization,c02_B,02,B,79,-0.025,-0.0375,-0.05,0.1375,0.0375,-0.0625,0.0125
five_landmark_generalization,c03_A,03,A,0,0.2125,0.0625,-0.075,-0.1375,0.1,0.1125,0.15
five_landmark_generalization,c03_A,03,A,1,0.1,0.0,-0.1125,0.0125,-0.025,0.125,0.1
five_landmark_generalization,c03_A,03,A,2,0.225,0.0125,0.0,0.0125,0.15,0.075,0.2125
five_landmark_generalization,c03_A,03,A,3,-0.1375,0.025,-0.025,-0.0375,-0.125,-0.0125,-0.1625
five_landmark_generalization,c03_A,03,A,4,0.0,-0.025,0.0375,0.0125,0.0375,-0.0375,0.025
five_landmark_generalization,c03_A,03,A,5,0.1,-0.0375,-0.0125,0.0375,0.0375,0.0625,0.1375
five_landmark_generalization,c03_A,03,A,6,0.2,0.025,-0.15,0.0,0.0125,0.1875,0.175
five_landmark_generalization,c03_A,03,A,7,0.0125,0.0,0.0,0.0,0.0125,0.0,0.0125
five_landmark_generalization,c03_A,03,A,8,0.15,-0.0625,0.0375,0.1,0.2,-0.05,0.2125
five_landmark_generalization,c03_A,03,A,9,0.1,0.05,-0.1875,-0.0875,-0.025,0.125,0.05
five_landmark_generalization,c03_A,03,A,10,0.05,0.0125,-0.0625,0.0375,0.0875,-0.0375,0.0375
five_landmark_generalization,c03_A,03,A,11,0.2375,-0.0625,0.1375,0.0125,0.15,0.0875,0.3
five_landmark_generalization,c03_A,03,A,12,0.0375,0.0125,-0.025,-0.025,0.025,0.0125,0.025
five_landmark_generalization,c03_A,03,A,13,0.125,0.025,0.0125,-0.0125,0.0875,0.0375,0.1
five_landmark_generalization,c03_A,03,A,14,0.0,0.0125,-0.025,0.025,-0.025,0.025,-0.0125
five_landmark_generalization,c03_A,03,A,15,0.0625,0.075,-0.05,-0.0125,0.05,0.0125,-0.0125
five_landmark_generalization,c03_A,03,A,16,0.275,-0.0375,0.05,0.1375,0.275,0.0,0.3125
five_landmark_generalization,c03_A,03,A,17,0.125,0.075,0.0625,0.05,0.125,0.0,0.05
five_landmark_generalization,c03_A,03,A,18,0.0625,0.075,-0.025,-0.125,-0.0875,0.15,-0.0125
five_landmark_generalization,c03_A,03,A,19,0.0375,0.0375,-0.0125,0.025,0.075,-0.0375,0.0
five_landmark_generalization,c03_A,03,A,20,-0.025,-0.0625,-0.0125,-0.0125,-0.0625,0.0375,0.0375
five_landmark_generalization,c03_A,03,A,21,0.375,0.15,0.1375,0.0,0.2,0.175,0.225
five_landmark_generalization,c03_A,03,A,22,0.075,0.075,0.1,0.0375,0.1,-0.025,0.0
five_landmark_generalization,c03_A,03,A,23,0.2625,0.125,-0.0875,0.0125,0.1125,0.15,0.1375
five_landmark_generalization,c03_A,03,A,24,0.225,-0.0875,0.1375,0.0875,0.2125,0.0125,0.3125
five_landmark_generalization,c03_A,03,A,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five_landmark_generalization,c03_A,03,A,26,0.175,0.1375,-0.2625,-0.125,0.0,0.175,0.0375
five_landmark_generalization,c03_A,03,A,27,0.1,0.0,0.0,0.0125,0.0875,0.0125,0.1
five_landmark_generalization,c03_A,03,A,28,0.15,-0.0125,-0.0125,-0.0125,0.075,0.075,0.1625
five_landmark_generalization,c03_A,03,A,29,0.125,0.0125,0.0375,-0.0375,0.0875,0.0375,0.1125
five_landmark_generalization,c03_A,03,A,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five_landmark_generalization,c03_A,03,A,31,0.1,0.0,0.0375,0.0,0.0875,0.0125,0.1
five_landmark_generalization,c03_A,03,A,32,0.075,0.0125,-0.0375,0.0125,0.025,0.05,0.0625
five_landmark_generalization,c03_A,03,A,33,0.15,-0.05,-0.075,0.0125,0.025,0.125,0.2
five_landmark_generalization,c03_A,03,A,34,0.1,0.025,0.0875,0.0,0.0625,0.0375,0.075
five_landmark_generalization,c03_A,03,A,35,0.0,-0.0125,0.0,0.0,0.0,0.0,0.0125
five_landmark_generalization,c03_A,03,A,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five_landmark_generalization,c03_A,03,A,37,0.1625,-0.125,-0.125,-0.05,0.025,0.1375,0.2875
five_landmark_generalization,c03_A,03,A,38,0.2625,-0.0125,0.0,-0.075,0.05,0.2125,0.275
five_landmark_generalization,c03_A,03,A,39,-0.0375,-0.0125,0.0375,-0.075,-0.075,0.0375,-0.025
five_landmark_generalization,c03_A,03,A,40,0.0875,0.0375,0.075,0.0125,0.1125,-0.025,0.05
five_landmark_generalization,c03_A,03,A,41,0.2,0.1,0.0125,0.05,0.1125,0.0875,0.1
five_landmark_generalization,c03_A,03,A,42,0.025,0.175,-0.0875,-0.0375,0.05,-0.025,-0.15
five_landmark_generalization,c03_A,03,A,43,0.0625,0.0125,-0.0125,-0.075,0.0,0.0625,0.05
five_landmark_generalization,c03_A,03,A,44,0.0,0.025,-0.0375,0.1,-0.075,0.075,-0.025
five_landmark_generalization,c03_A,03,A,45,0.125,0.125,-0.1,-0.1125,0.025,0.1,0.0
five_landmark_generalization,c03_A,03,A,46,-0.025,-0.0375,-0.025,0.0875,0.0125,-0.0375,0.0125
five_landmark_generalization,c03_A,03,A,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five_landmark_generalization,c03_A,03,A,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five_landmark_generalization,c03_A,03,A,49,0.1,-0.05,-0.05,-0.15,-0.0625,0.1625,0.15
five_landmark_generalization,c03_A,03,A,50,0.075,0.05,-0.025,0.0,0.075,0.0,0.025
five_landmark_generalization,c03_A,03,A,51,0.125,0.0625,0.0,-0.0125,-0.0125,0.1375,0.0625
five_landmark_generalization,c03_A,03,A,52,0.0625,0.0875,-0.15,-0.075,0.075,-0.0125,-0.025
five_landmark_generalization,c03_A,03,A,53,0.075,0.1375,-0.0125,-0.1,0.125,-0.05,-0.0625
five_landmark_generalization,c03_A,03,A,54,0.25,0.0375,-0.0375,-0.1,0.0375,0.2125,0.2125
five_landmark_generalization,c03_A,03,A,55,0.2,0.0,-0.0125,-0.0125,0.1125,0.0875,0.2
five_landmark_generalization,c03_A,03,A,56,0.05,0.0375,0.05,0.0375,0.05,0.0,0.0125
five_landmark_generalization,c03_A,03,A,57,0.1125,-0.1375,-0.0375,-0.05,0.0625,0.05,0.25
five_landmark_generalization,c03_A,03,A,58,-0.0875,-0.025,0.0625,0.075,-0.0375,-0.05,-0.0625
five_landmark_generalization,c03_A,03,A,59,0.0875,-0.025,-0.0125,0.05,0.0375,0.05,0.1125
five_landmark_generalization,c03_A,03,A,60,0.0125,0.0,0.025,0.0,0.0125,0.0,0.0125
five_landmark_generalization,c03_A,03,A,61,0.125,-0.0375,0.0375,0.025,0.05,0.075,0.1625
five_landmark_generalization,c03_A,03,A,62,0.1875,0.025,-0.0375,-0.05,0.1375,0.05,0.1625
five_landmark_generalization,c03_A,03,A,63,0.15,0.0625,-0.1625,-0.075,0.0125,0.1375,0.0875
five_landmark_generalization,c03_A,03,A,64,0.1625,0.1875,-0.0625,0.125,0.175,-0.0125,-0.025
five_landmark_generalization,c03_A,03,A,65,0.2625,0.0125,0.0,-0.1125,0.05,0.2125,0.25
five_landmark_generalization,c03_A,03,A,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five_landmark_generalization,c03_A,03,A,67,0.175,0.075,0.025,0.025,0.1,0.075,0.1
five_landmark_generalization,c03_A,03,A,68,-0.0125,0.0,-0.0125,-0.0125,-0.0125,0.0,-0.0125
five_landmark_generalization,c03_A,03,A,69,-0.0125,-0.0125,-0.0375,0.05,0.125,-0.1375,0.0
five_landmark_generalization,c03_A,03,A,70,0.3375,0.1,-0.1,0.0125,0.1125,0.225,0.2375
five_landmark_generalization,c03_A,03,A,71,0.15,-0.0125,-0.0375,0.0375,0.0875,0.0625,0.1625
five_landmark_generalization,c03_A,03,A,72,0.0625,-0.0125,0.05,0.025,0.05,0.0125,0.075
five_landmark_generalization,c03_A,03,A,73,-0.175,-0.0625,-0.05,-0.05,-0.25,0.075,-0.1125
five_landmark_generalization,c03_A,03,A,74,0.2,-0.025,-0.0375,-0.1,0.0875,0.1125,0.225
five_landmark_generalization,c03_A,03,A,75,0.2625,0.0,0.0125,-0.025,0.1,0.1625,0.2625
five_landmark_generalization,c03_A,03,A,76,0.1625,0.05,0.1875,0.0375,0.1375,0.025,0.1125
five_landmark_generalization,c03_A,03,A,77,0.1125,-0.0625,0.025,-0.0375,0.0375,0.075,0.175
five_landmark_generalization,c03_A,03,A,78,0.1375,0.1125,-0.0875,-0.0375,0.0625,0.075,0.025
five_landmark_generalization,c03_A,03,A,79,0.2,0.0,-0.0625,-0.05,0.0625,0.1375,0.2
five_landmark_generalization,c03_B,03,B,0,0.1125,0.0125,0.0,0.0,0.175,-0.0625,0.1
five_landmark_generalization,c03_B,03,B,1,-0.025,-0.125,0.05,0.0125,-0.0375,0.0125,0.1
five_landmark_generalization,c03_B,03,B,2,0.3,0.05,-0.125,-0.1125,0.025,0.275,0.25
five_landmark_generalization,c03_B,03,B,3,-0.0125,0.0375,-0.075,0.0125,0.0,-0.0125,-0.05
five_landmark_generalization,c03_B,03,B,4,0.025,-0.0125,0.0125,0.025,0.0375,-0.0125,0.0375
five_landmark_generalization,c03_B,03,B,5,-0.0125,-0.025,-0.1,0.0,-0.05,0.0375,0.0125
five_landmark_generalization,c03_B,03,B,6,0.175,-0.1125,-0.0875,-0.0125,0.0375,0.1375,0.2875
five_landmark_generalization,c03_B,03,B,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five_landmark_generalization,c03_B,03,B,8,0.1375,0.1375,-0.2125,0.0,0.0625,0.075,0.0
five_landmark_generalization,c03_B,03,B,9,0.075,0.0,-0.075,0.05,0.0875,-0.0125,0.075
five_landmark_generalization,c03_B,03,B,10,-0.05,0.0,0.1,-0.0125,-0.025,-0.025,-0.05
five_landmark_generalization,c03_B,03,B,11,0.075,0.125,0.2125,0.125,0.1375,-0.0625,-0.05
five_landmark_generalization,c03_B,03,B,12,-0.025,-0.05,0.0375,0.05,-0.0375,0.0125,0.025
five_landmark_generalization,c03_B,03,B,13,0.1375,0.0125,0.0125,0.025,0.1,0.0375,0.125
five_landmark_generalization,c03_B,03,B,14,0.0125,-0.0375,-0.0625,-0.0875,-0.125,0.1375,0.05
five_landmark_generalization,c03_B,03,B,15,0.1625,0.1125,-0.0125,0.0125,0.025,0.1375,0.05
five_landmark_generalization,c03_B,03,B,16,0.3,-0.0125,0.05,-0.075,0.1875,0.1125,0.3125
five_landmark_generalization,c03_B,03,B,17,0.0625,0.0375,0.025,-0.05,-0.0125,0.075,0.025
five_landmark_generalization,c03_B,03,B,18,0.2375,0.0,0.05,-0.025,0.1,0.1375,0.2375
five_landmark_generalization,c03_B,03,B,19,0.075,0.1,0.05,0.0,0.075,0.0,-0.025
five_landmark_generalization,c03_B,03,B,20,0.025,0.025,0.0125,0.0375,-0.0375,0.0625,0.0
five_landmark_generalization,c03_B,03,B,21,0.3625,0.0625,0.0125,0.05,0.15,0.2125,0.3
five_landmark_generalization,c03_B,03,B,22,0.175,0.0,-0.1,-0.0125,0.025,0.15,0.175
five_landmark_generalization,c03_B,03,B,23,0.2125,0.1125,-0.125,0.05,0.1,0.1125,0.1
five_landmark_generalization,c03_B,03,B,24,0.0625,0.0125,-0.125,-0.025,0.05,0.0125,0.05
five_landmark_generalization,c03_B,03,B,25,0.0125,0.0,0.0,0.0,0.0125,0.0,0.0125
five_landmark_generalization,c03_B,03,B,26,0.0375,0.0,-0.1,0.05,0.05,-0.0125,0.0375
five_landmark_generalization,c03_B,03,B,27,0.0375,0.025,-0.0125,-0.0125,0.025,0.0125,0.0125
five_landmark_generalization,c03_B,03,B,28,0.375,-0.0125,-0.025,0.0125,0.2625,0.1125,0.3875
five_landmark_generalization,c03_B,03,B,29,0.2,0.0875,0.1,0.025,0.1,0.1,0.1125
five_landmark_generalization,c03_B,03,B,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five_landmark_generalization,c03_B,03,B,31,0.0125,0.0125,0.0625,0.0,0.0125,0.0,0.0
five_landmark_generalization,c03_B,03,B,32,0.1,-0.1625,0.025,0.1,0.0875,0.0125,0.2625
five_landmark_generalization,c03_B,03,B,33,0.125,-0.075,-0.075,-0.1125,-0.025,0.15,0.2
five_landmark_generalization,c03_B,03,B,34,0.1125,0.075,-0.0125,0.025,0.075,0.0375,0.0375
five_landmark_generalization,c03_B,03,B,35,-0.025,-0.0125,-0.0125,-0.0125,-0.0125,-0.0125,-0.0125
five_landmark_generalization,c03_B,03,B,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five_landmark_generalization,c03_B,03,B,37,0.125,0.1875,0.0875,0.025,0.0625,0.0625,-0.0625
five_landmark_generalization,c03_B,03,B,38,-0.05,-0.0625,0.0125,0.075,-0.0375,-0.0125,0.0125
five_landmark_generalization,c03_B,03,B,39,0.2125,0.075,-0.0875,-0.1125,0.075,0.1375,0.1375
five_landmark_generalization,c03_B,03,B,40,0.15,0.0625,-0.05,-0.0625,0.0375,0.1125,0.0875
five_landmark_generalization,c03_B,03,B,41,0.0625,-0.05,-0.0375,-0.025,-0.0375,0.1,0.1125
five_landmark_generalization,c03_B,03,B,42,0.0125,0.025,-0.1625,-0.2,-0.05,0.0625,-0.0125
five_landmark_generalization,c03_B,03,B,43,0.0625,0.025,-0.0125,-0.025,0.025,0.0375,0.0375
five_landmark_generalization,c03_B,03,B,44,0.15,-0.125,-0.0875,-0.0375,0.05,0.1,0.275
five_landmark_generalization,c03_B,03,B,45,0.1625,-0.0125,-0.0375,0.0625,0.1125,0.05,0.175
five_landmark_generalization,c03_B,03,B,46,-0.125,-0.1625,0.0125,-0.025,-0.0875,-0.0375,0.0375
five_landmark_generalization,c03_B,03,B,47,0.0125,0.0,0.025,0.0,0.0125,0.0,0.0125
five_landmark_generalization,c03_B,03,B,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five_landmark_generalization,c03_B,03,B,49,0.0,-0.0375,0.1125,0.2,0.0875,-0.0875,0.0375
five_landmark_generalization,c03_B,03,B,50,-0.0625,-0.0125,0.0625,-0.0125,0.0,-0.0625,-0.05
five_landmark_generalization,c03_B,03,B,51,0.1625,-0.0375,-0.05,0.025,0.1125,0.05,0.2
five_landmark_generalization,c03_B,03,B,52,0.2375,0.025,-0.075,0.0,0.0375,0.2,0.2125
five_landmark_generalization,c03_B,03,B,53,0.1125,-0.0875,-0.0125,0.0625,0.0375,0.075,0.2
five_landmark_generalization,c03_B,03,B,54,0.1875,0.1375,0.075,-0.05,0.1,0.0875,0.05
five_landmark_generalization,c03_B,03,B,55,0.1625,0.0125,-0.0375,0.025,0.1375,0.025,0.15
five_landmark_generalization,c03_B,03,B,56,0.2,0.075,0.05,0.1125,0.175,0.025,0.125
five_landmark_generalization,c03_B,03,B,57,0.05,-0.05,0.1125,0.1125,0.175,-0.125,0.1
five_landmark_generalization,c03_B,03,B,58,-0.075,-0.0625,-0.0375,0.0375,-0.025,-0.05,-0.0125
five_landmark_generalization,c03_B,03,B,59,0.0625,-0.0875,-0.15,-0.0375,-0.0875,0.15,0.15
five_landmark_generalization,c03_B,03,B,60,0.0125,0.0,0.0125,-0.0125,0.0,0.0125,0.0125
five_landmark_generalization,c03_B,03,B,61,0.1625,0.0875,0.0875,0.1375,0.1,0.0625,0.075
five_landmark_generalization,c03_B,03,B,62,0.1125,0.025,-0.2,-0.025,-0.0125,0.125,0.0875
five_landmark_generalization,c03_B,03,B,63,0.2,0.025,0.0625,0.05,0.175,0.025,0.175
five_landmark_generalization,c03_B,03,B,64,0.0375,-0.025,-0.1375,-0.0625,-0.075,0.1125,0.0625
five_landmark_generalization,c03_B,03,B,65,0.35,0.0875,0.0,-0.0375,0.1375,0.2125,0.2625
