source_cohort,candidate,half,metric,estimate,ci95_lower,ci95_upper,median,q05,q95,events,matrices
MECHCONF,03,B,minimum_pairwise_daughter_similarity,0.6978322532991837,0.6924774952173832,0.7032375347432905,0.7267975050070811,0.3832232280605049,0.9120473409931017,12708,200
MECHCONF,03,B,mean_pairwise_daughter_similarity,0.7917646056337359,0.7883557976977608,0.7952845061539076,0.8054688098927429,0.5971844101465463,0.9363665331643088,12708,200
MECHCONF,03,B,maximum_anchor_similarity,0.6710053762474325,0.6608877171108477,0.6812532324488649,0.7082212822125019,0.3151824996823799,0.90771137485612,12708,200
MECHCONF,03,B,mean_anchor_similarity,0.5819369371675807,0.5708962666510303,0.5932289521869363,0.6056613258378953,0.24048590847219858,0.8493142646205984,12708,200
MECHCONF,03,B,onset_parent_to_final_daughter_similarity,0.7198467976249554,0.7144355766949766,0.7253360162358097,0.7516937948542735,0.39529854995224956,0.9296821485640098,12708,200
MECHCONF,03,B,observed_inherited_run_length,5.93020144790683,5.827112688867991,6.041773992252587,5.0,3.0,11.0,12708,200
MECHCONF,03,B,persistence_5_resolved,0.7607280958219372,0.7404010827499883,0.7818351742947125,1.0,0.0,1.0,10603,200
MECHCONF,03,B,persistence_5_right_censored,0.16564368901479384,0.15766604013078125,0.17344932877861682,0.0,0.0,1.0,12708,200
MECHCONF,03,B,later_break_observed,0.37338684293358515,0.3460603172188021,0.4001751858441516,0.0,0.0,1.0,12708,200
MECHCONF,03,B,second_renewal_after_later_break_observed,0.11575385583884168,0.10696898365923015,0.12522621165510417,0.0,0.0,1.0,12708,200
MECHCONF2,02,combined,first_last_daughter_similarity,0.6941311396027092,0.6888779606821097,0.6991340563075579,0.721144243274425,0.3879183923425822,0.9045386952886755,22033,200
MECHCONF2,02,combined,minimum_pairwise_daughter_similarity,0.6884106292413303,0.683284992168998,0.6936063609021501,0.7156562669645132,0.38444229043657907,0.8968291761635471,22033,200
MECHCONF2,02,combined,mean_pairwise_daughter_similarity,0.7840755313129856,0.7807418068668253,0.7872767765184326,0.7974099138906124,0.5965217281921682,0.9242480291772266,22033,200
MECHCONF2,02,combined,maximum_anchor_similarity,0.6968502115446923,0.6878928218747137,0.7061461824418928,0.7330785033484555,0.3676161090314795,0.9089017788345602,22033,200
MECHCONF2,02,combined,mean_anchor_similarity,0.6060041980289242,0.5960560974343642,0.6162715538506612,0.6296818334950396,0.2836524060018344,0.8484953213834233,22033,200
MECHCONF2,02,combined,onset_parent_to_final_daughter_similarity,0.7124074098685915,0.707101828669333,0.7175141405542922,0.7426818245789372,0.40479258767504506,0.9169264203686948,22033,200
MECHCONF2,02,combined,observed_inherited_run_length,6.060273226523851,5.958470374123884,6.169278836334431,6.0,3.0,11.0,22033,200
MECHCONF2,02,combined,persistence_5_resolved,0.7890865173473869,0.7706314209554856,0.8089508655963524,1.0,0.0,1.0,18216,200
